;and a bit of angst;Original Character(s);Alternate Universe - Modern Setting;Alternate Universe;Magic;Fantasy;Action/Adventure;Violence;Hurt/Comfort;Emotional Hurt/Comfort;Found Family;Alpha/Beta/Omega Dynamics;no beta we die like jason todd;Alternate Universe - Canon Divergence;Established Relationship;Fluff;Fix-It;Smut;PWP;lil bit of angst;Not Beta Read;Character Death;Original Character;Original Female Character(s);Friends to Lovers;Slow Burn;Post-Traumatic Stress Disorder - PTSD;Fluff and Angst;Romance;Other Additional Tags to Be Added;Friendship;Canon Related;Love;Steve Rogers;Natasha Romanov (Marvel);Tony Stark;James "Bucky" Barnes;Clint Barton;Domestic Fluff;One Shot;Post-Canon;Humor;Crack;Rough Sex;Drugs;Angst;Art;Blood;Swearing;Alternate Universe - Canon;Modern Era;Angst and Hurt/Comfort;Oral Sex;Anal Sex;Original Male Character(s);Bondage;Fluff and Smut;Alternate Universe - College/University;Falling In Love;Canon Compliant;Mutual Pining;Love Confessions;Explicit Sexual Content;Angst with a Happy Ending;Dirty Talk;Vaginal Sex;Mild Angst;First Kiss;Pre-Relationship;Canon-Typical Violence;Pining;Incest;Polyamory;Sex Toys;Background Relationships;Dom/sub;Death;Blow Jobs;Alcohol;Slow Build;Kissing;Longing;First Time;College;Mild Sexual Content;Jealousy;Torture;Reader;Sexual Content;Anal Play;Depression;College AU;Drug Use;AU;Mental Health Issues;OMC;BDSM;Feels;Tooth-Rotting Fluff;Happy Ending;Homosexuality;friends - Freeform;Suicide;Anal Fingering;Sad;Drabble;Fluff and Humor;Plot What Plot/Porn Without Plot;Soulmates;soul mates;Crossovers & Fandom Fusions;Cuddling & Snuggling;Drama;Hand Job;alternative universe;Sex;Siblings;Friendship/Love;Cute;Dreams and Nightmares;Light Angst;University;Hermione Granger;Domestic;blowjob;Threesome;Masturbation;Food;Children;Fingerfucking;LGBTQ Themes;Orgasm;Protectiveness;Roughness;Harry Potter;Family;Supernatural Elements;Holidays;Getting Together;Confessions;Graphic Descriptions of Injuries;Sweet;Winter Soldier;Rape/Non-con Elements;Dubious Consent;Implied/Referenced Abuse;Homophobia;Science Fiction & Fantasy;Loss;Injury;OC - Character;OCs;Music;depictions of violence;noncon;Grief;Iron Man;Captain America - Character;no beta we die like men;Abuse;Trauma;Spoilers;Modern AU;Pregnancy;Draco Malfoy;Fingering;High School;Trans Character;Illnesses;Bakugou Katsuki;Midoriya Izuku;Kink;Language;Marriage;Feelings;Porn;Fantasy elements;Min Yoongi | Suga;Jeon Jungkook;Kim Taehyung | V;Park Jimin (BTS);Sherlock Holmes;Kisses;Oneshot;Dean Winchester (Mentioned);Canon Typical Violence;Hurt;Character Study;Mythical Beings & Creatures;Gay;LGBTQ Character;Bisexuality;Natasha Romanoff;Canon Divergence;No Beta;slowburn;Parenthood;OC;Mentions of Blood;mentions of abuse;Families of Choice;D/s;dubcon;Anal;Major character death - Freeform;Original Male Character;PTSD;Child Abuse;Tooth Rotting Fluff;Original Character(s) - Character;More tags to be added;Sickness;Illness;Sam Winchester;Castiel/Dean Winchester;Castiel (Supernatural);Porn Without Plot;Bucky Barnes;slight angst;Mourning;Yearning;Minor Angst;Some Fluff;Mental Illness;Alternate Canon;Fluffy;Cuddling;Sadness;Consent;Destiel;Humour;Light-Hearted;Some angst;Hurt and comfort;injuries;One-Sided Relationship;Unbeta'd;Rated T for language;Enemies;lots of feelings;Tension;Drugging;crackfic;Fix It;Plot What Plot;Deviates From Canon;One-Shot;Relationship(s);Mentions of Violence;Юмор;John;Original Female Character (minor);School;order 66 & RotS canon violence;romantic;Hermine Granger;Graphic Violence;Vaginal;really this is so fluffy with sugary sweetness you'll get a toothache;Trans;oral sex (male receiving);dealing with grief;Mostly Canon Compliant;Original Character - Freeform;OFC;Mention of blood;Non-Consensual;Consent Issues;Food mention;lots of swearing;unbetaed;No beta we die like mne;Black Widow;Minor Spoilers
Supernatural Elements;0;0;0;30519;67266;0;0;0;27366;0;0;0;0;21714;0;38280;0;0;0;0;0;0;0;17118;0;0;0;0;19987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45559;0;0;0;0;0;0;0;0;11785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10045;0;31936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8880;9121;0;8950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17612;10710;15462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holidays;0;0;12095;0;0;0;0;0;0;0;0;0;0;0;16451;65073;0;0;0;0;0;0;0;4876;0;0;0;0;13599;0;0;0;0;5632;0;4994;0;0;0;0;0;0;0;0;0;11202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4387;0;0;0;0;0;0;0;0;0;0;0;5242;0;0;19579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4876;4243;4889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Getting Together;0;0;0;0;0;0;0;0;13059;0;0;0;0;0;0;40640;0;0;0;0;0;0;0;0;14822;0;0;0;0;0;0;0;0;5020;0;5062;3726;0;0;0;0;0;0;0;0;12818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15213;12155;0;0;0;0;0;22931;0;0;11874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2826;0;0;0;109628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4091;3169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Confessions;0;0;0;0;0;0;0;0;17357;0;0;0;0;0;0;55960;0;0;0;0;0;0;0;4276;20750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23248;0;0;0;0;0;0;0;0;0;0;0;0;15448;0;17082;124920;0;0;0;0;0;29189;0;0;0;0;0;0;0;0;0;0;0;0;14794;0;0;0;0;0;0;5709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3709;3320;0;0;0;0;0;0;0;3610;3394;3491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4170;4259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Graphic Descriptions of Injuries;0;0;0;0;0;0;0;15528;53145;0;0;0;0;0;0;25708;0;0;0;0;0;0;0;7402;0;0;0;0;0;0;0;0;0;0;0;4740;0;0;0;0;0;0;0;0;0;48684;0;20549;0;0;0;0;0;0;6123;0;0;0;0;0;0;0;0;15268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweet;0;0;0;0;0;0;0;0;13463;0;0;0;0;0;23081;102943;0;0;0;0;0;0;0;4725;0;0;0;13982;13448;0;0;0;0;0;0;0;0;0;26504;13567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7774;0;0;0;0;0;0;0;0;0;0;101882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11633;12585;11728;12449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Winter Soldier;0;0;0;9735;0;0;0;0;11469;0;0;0;0;9216;8097;26206;0;6998;0;0;0;0;0;0;0;0;0;7052;0;0;0;0;0;106734;54916;56970;145403;39759;0;0;0;0;0;0;0;17672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rape/Non-con Elements;0;0;0;0;0;0;0;16413;27044;0;0;0;0;0;0;0;0;13986;0;0;0;0;0;11596;0;0;0;0;0;0;0;0;0;5349;0;5060;4566;0;0;0;0;0;0;0;0;33857;0;0;0;0;0;0;0;21573;11918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4574;2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dubious Consent;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13445;0;0;0;0;0;4229;0;0;0;0;0;0;0;0;0;2592;0;2380;0;0;0;0;0;0;0;14328;0;12913;0;0;0;0;0;0;14917;21927;4022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11956;0;0;0;0;0;0;0;0;0;5600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2427;0;0;0;0;0;0;0;0;0;81169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2657;1557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Implied/Referenced Abuse;0;0;0;0;0;0;0;0;24110;10287;0;0;0;11691;0;14491;0;0;0;0;0;0;0;6118;0;0;0;11053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27814;0;0;0;0;0;0;0;0;4823;0;0;0;0;0;0;0;0;9637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3879;0;0;0;0;0;0;0;0;0;0;27633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3641;4654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Homophobia;0;0;0;0;0;0;0;0;14747;0;0;0;0;0;0;21042;0;0;0;0;0;0;0;4799;0;11686;0;0;0;0;0;0;0;3513;0;0;0;0;0;0;0;0;0;0;0;25547;0;0;0;0;0;0;0;0;5275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3630;3883;3635;3768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Science Fiction & Fantasy;0;0;0;22202;17245;35232;0;0;12953;0;0;0;0;0;0;21450;0;0;0;0;0;0;0;7676;0;0;0;0;16084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20098;0;0;0;0;0;0;0;0;6221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6820;7036;6737;6937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Loss;0;0;0;0;0;0;0;0;20499;12830;0;0;0;9767;0;8358;0;0;0;0;0;11215;0;4256;0;0;0;0;0;0;0;0;0;3056;0;3300;2113;0;0;0;0;0;0;0;0;38943;0;0;0;0;0;0;0;0;2532;0;0;0;0;0;0;0;0;7939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2293;0;0;0;0;0;0;0;0;0;0;0;0;0;12472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2324;1565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Injury;0;0;0;0;0;0;0;15528;53145;0;0;0;0;0;0;25708;0;0;0;0;0;0;0;7402;0;0;0;0;0;0;0;0;0;0;0;4740;0;0;0;0;0;0;0;0;0;48684;0;20549;0;0;0;0;0;0;6123;0;0;0;0;0;0;0;0;15268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OC - Character;0;0;0;46486;0;0;0;0;51205;0;0;0;0;48690;0;90366;0;32194;0;0;0;0;0;253582;0;40245;0;33953;45697;35987;0;0;0;15812;0;14214;13042;0;0;0;0;0;0;0;0;87410;0;0;0;0;0;0;0;0;160638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCs;0;0;0;46486;0;0;0;0;51205;0;0;0;0;48690;0;90366;0;32194;0;0;0;0;0;253582;0;40245;0;33953;45697;35987;0;0;0;15812;0;14214;13042;0;0;0;0;0;0;0;0;87410;0;0;0;0;0;0;0;0;160638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Music;0;0;8315;9966;0;0;0;0;9064;0;0;0;0;0;0;27411;0;0;0;0;0;0;0;4703;0;0;0;0;9318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3842;3463;3331;3480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
depictions of violence;0;0;0;0;0;0;0;123483;65276;0;0;0;0;51704;0;45278;0;0;0;0;0;0;0;27697;0;38624;0;0;0;0;0;0;0;10949;0;10085;9738;0;0;0;0;0;0;0;0;104152;0;0;0;0;0;0;0;0;21963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10043;0;0;0;0;0;0;0;10029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
noncon;0;0;0;0;0;0;0;18069;29886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12976;0;0;0;0;0;0;0;0;0;6139;0;5755;5237;0;0;0;0;0;0;0;0;37739;0;0;0;0;0;0;0;25217;13377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63406;16914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5422;2760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grief;0;0;0;0;0;0;0;0;18768;11814;0;0;0;9101;0;7252;0;0;0;0;0;10234;0;3449;0;0;0;0;0;0;0;0;0;2776;1908;3058;0;0;0;0;0;0;0;0;0;35388;0;0;0;0;0;0;0;0;2069;0;0;0;0;0;0;0;0;7347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2106;1457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iron Man;0;0;0;12042;0;0;0;0;18035;0;0;0;0;11311;0;32653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115943;77407;194796;57047;65155;0;0;0;0;0;0;0;24171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
